census_block,provider_id,travel_time_type,travel_time_minutes
CB085,PR008,DRIVING,87.349999998
CB085,PR009,DRIVING,62.666666664000005
CB085,PR010,DRIVING,95.350000002
CB085,PR011,DRIVING,58.133333334
CB085,PR012,DRIVING,138.966666666
CB085,PR013,DRIVING,87.96666666600001
CB085,PR014,DRIVING,133.966666668
CB085,PR015,DRIVING,155.983333332
CB085,PR016,DRIVING,182.10000000000002
CB086,PR001,DRIVING,94.5
CB086,PR002,DRIVING,92.749999998
CB086,PR003,DRIVING,117.083333334
CB086,PR004,DRIVING,142.099999998
CB086,PR005,DRIVING,149.183333334
CB086,PR006,DRIVING,148.35000000000002
CB086,PR007,DRIVING,145.416666666
CB086,PR008,DRIVING,148.35000000000002
CB086,PR009,DRIVING,156.933333336
CB086,PR010,DRIVING,161.53333333199998
CB086,PR011,DRIVING,190.15000000199998
CB086,PR012,DRIVING,200.266666668
CB086,PR013,DRIVING,188.883333336
CB086,PR014,DRIVING,195.26666666399998
CB086,PR015,DRIVING,217.283333334
CB086,PR016,DRIVING,243.400000002
CB087,PR001,DRIVING,12.049999998
CB087,PR002,DRIVING,38.633333334
CB087,PR003,DRIVING,33.983333334
CB087,PR004,DRIVING,58.999999998
CB087,PR005,DRIVING,66.066666666
CB087,PR006,DRIVING,65.25
CB087,PR007,DRIVING,62.316666666
CB087,PR008,DRIVING,65.25
CB087,PR009,DRIVING,73.816666668
CB087,PR010,DRIVING,78.433333332
CB087,PR011,DRIVING,107.050000002
CB087,PR012,DRIVING,116.883333336
CB087,PR013,DRIVING,105.766666668
CB087,PR014,DRIVING,112.166666664
CB087,PR015,DRIVING,134.183333334
CB087,PR016,DRIVING,160.28333333400002
CB088,PR001,DRIVING,131.266666668
CB088,PR002,DRIVING,116.333333334
CB088,PR003,DRIVING,121.333333332
CB088,PR004,DRIVING,109.733333334
CB088,PR005,DRIVING,130.88333333399999
CB088,PR006,DRIVING,120.21666666600001
CB088,PR007,DRIVING,117.866666664
CB088,PR008,DRIVING,120.21666666600001
CB088,PR009,DRIVING,93.79999999799999
CB088,PR010,DRIVING,128.500000002
CB088,PR011,DRIVING,74.066666664
CB088,PR012,DRIVING,179.500000002
CB088,PR013,DRIVING,104.449999998
CB088,PR014,DRIVING,167.299999998
CB088,PR015,DRIVING,189.31666666799998
CB088,PR016,DRIVING,215.433333336
CB089,PR001,DRIVING,209.749999998
CB089,PR002,DRIVING,240.26666666399998
CB089,PR003,DRIVING,201.583333332
CB089,PR004,DRIVING,175.583333334
CB089,PR005,DRIVING,166.450000002
CB089,PR006,DRIVING,161.466666666
CB089,PR007,DRIVING,162.166666668
CB089,PR008,DRIVING,163.216666668
CB089,PR009,DRIVING,178.316666664
CB089,PR010,DRIVING,146.51666666399998
CB089,PR011,DRIVING,211.549999998
CB089,PR012,DRIVING,115.00000000200001
CB089,PR013,DRIVING,197.59999999800002
CB089,PR014,DRIVING,106.35
CB089,PR015,DRIVING,109.266666666
CB089,PR016,DRIVING,105.366666666
CB090,PR001,DRIVING,144.483333336
CB090,PR002,DRIVING,137.350000002
CB090,PR003,DRIVING,122.25
CB090,PR004,DRIVING,110.650000002
CB090,PR005,DRIVING,131.80000000200002
CB090,PR006,DRIVING,121.13333333399999
CB090,PR007,DRIVING,118.783333332
CB090,PR008,DRIVING,121.13333333399999
CB090,PR009,DRIVING,94.71666666600001
CB090,PR010,DRIVING,129.41666666400002
CB090,PR011,DRIVING,68.36666666400001
CB090,PR012,DRIVING,180.41666666400002
CB090,PR013,DRIVING,81.566666664
CB090,PR014,DRIVING,168.216666666
CB090,PR015,DRIVING,190.233333336
CB090,PR016,DRIVING,216.34999999800002
CB091,PR001,DRIVING,107.83333333200001
CB091,PR002,DRIVING,138.349999998
CB091,PR003,DRIVING,99.66666666600001
CB091,PR004,DRIVING,60.250000002
CB091,PR005,DRIVING,81.416666664
CB091,PR006,DRIVING,65.716666668
CB091,PR007,DRIVING,63.36666666600001
CB091,PR008,DRIVING,65.733333336
CB091,PR009,DRIVING,44.316666666
CB091,PR010,DRIVING,74.25
CB091,PR011,DRIVING,33.799999998000004
CB091,PR012,DRIVING,125.016666666
CB091,PR013,DRIVING,16.35
CB091,PR014,DRIVING,113.050000002
CB091,PR015,DRIVING,135.066666666
CB091,PR016,DRIVING,161.166666666
CB092,PR001,DRIVING,135.683333334
CB092,PR002,DRIVING,120.76666666799998
CB092,PR003,DRIVING,125.76666666599999
CB092,PR004,DRIVING,114.15
CB092,PR005,DRIVING,135.31666666799998
CB092,PR006,DRIVING,124.633333332
CB092,PR007,DRIVING,122.29999999800002
CB092,PR008,DRIVING,124.65
CB092,PR009,DRIVING,98.216666664
CB092,PR010,DRIVING,132.933333336
CB092,PR011,DRIVING,78.483333336
CB092,PR012,DRIVING,183.933333336
CB092,PR013,DRIVING,108.86666666400001
CB092,PR014,DRIVING,171.716666664
CB092,PR015,DRIVING,193.75000000199998
CB092,PR016,DRIVING,219.850000002
CB093,PR001,DRIVING,107.116666668
CB093,PR002,DRIVING,137.633333334
CB093,PR003,DRIVING,98.950000002
CB093,PR004,DRIVING,72.933333336
CB093,PR005,DRIVING,61.683333336
CB093,PR006,DRIVING,62.200000001999996
CB093,PR007,DRIVING,63.533333334000005
CB093,PR008,DRIVING,64.283333334
CB093,PR009,DRIVING,84.133333332
CB093,PR010,DRIVING,66.416666664
CB093,PR011,DRIVING,117.349999998
CB093,PR012,DRIVING,29.85
CB093,PR013,DRIVING,103.06666666800001
CB093,PR014,DRIVING,50.183333334
CB093,PR015,DRIVING,72.199999998
CB093,PR016,DRIVING,98.299999998
CB094,PR001,DRIVING,94.433333334
CB094,PR002,DRIVING,92.683333332
CB094,PR003,DRIVING,117.016666668
CB094,PR004,DRIVING,142.033333332
CB094,PR005,DRIVING,149.116666668
CB094,PR006,DRIVING,148.283333334
CB094,PR007,DRIVING,145.35
CB094,PR008,DRIVING,148.283333334
CB094,PR009,DRIVING,156.866666664
CB094,PR010,DRIVING,161.466666666
CB094,PR011,DRIVING,190.083333336
CB094,PR012,DRIVING,200.200000002
CB094,PR013,DRIVING,188.816666664
CB094,PR014,DRIVING,195.199999998
CB094,PR015,DRIVING,217.21666666800002
CB094,PR016,DRIVING,243.33333333599998
CB095,PR001,DRIVING,133.483333332
CB095,PR002,DRIVING,164.149999998
CB095,PR003,DRIVING,125.316666666
CB095,PR004,DRIVING,99.31666666800001
CB095,PR005,DRIVING,88.06666666800001
CB095,PR006,DRIVING,88.566666666
CB095,PR007,DRIVING,89.899999998
CB095,PR008,DRIVING,90.649999998
CB095,PR009,DRIVING,110.500000002
CB095,PR010,DRIVING,92.78333333399999
CB095,PR011,DRIVING,143.71666666800002
CB095,PR012,DRIVING,56.050000002000004
CB095,PR013,DRIVING,129.43333333200002
CB095,PR014,DRIVING,80.7
CB095,PR015,DRIVING,86.650000002
CB095,PR016,DRIVING,112.766666664
CB096,PR001,DRIVING,66.816666666
CB096,PR002,DRIVING,97.333333332
CB096,PR003,DRIVING,58.650000000000006
CB096,PR004,DRIVING,19.233333335999998
CB096,PR005,DRIVING,40.383333336
CB096,PR006,DRIVING,26.950000002
CB096,PR007,DRIVING,24.616666668
CB096,PR008,DRIVING,26.966666663999998
CB096,PR009,DRIVING,15.283333332000002
CB096,PR010,DRIVING,35.25
CB096,PR011,DRIVING,48.516666666
CB096,PR012,DRIVING,86.25
CB096,PR013,DRIVING,52.466666664
CB096,PR014,DRIVING,74.050000002
CB096,PR015,DRIVING,96.066666666
CB096,PR016,DRIVING,122.166666666
CB097,PR001,DRIVING,176.333333334
CB097,PR002,DRIVING,206.85
CB097,PR003,DRIVING,168.16666666799998
CB097,PR004,DRIVING,142.150000002
CB097,PR005,DRIVING,133.033333332
CB097,PR006,DRIVING,128.05000000200002
CB097,PR007,DRIVING,128.74999999800002
CB097,PR008,DRIVING,129.799999998
CB097,PR009,DRIVING,144.9
CB097,PR010,DRIVING,113.1
CB097,PR011,DRIVING,178.116666666
CB097,PR012,DRIVING,86.950000002
CB097,PR013,DRIVING,164.166666666
CB097,PR014,DRIVING,72.933333336
CB097,PR015,DRIVING,64.016666664
CB097,PR016,DRIVING,47.016666666
CB098,PR001,DRIVING,59.149999998
CB098,PR002,DRIVING,89.666666664
CB098,PR003,DRIVING,50.983333332
CB098,PR004,DRIVING,14.333333334
CB098,PR005,DRIVING,27.683333334
CB098,PR006,DRIVING,13.283333334
CB098,PR007,DRIVING,9.783333336
CB098,PR008,DRIVING,13.283333334
CB098,PR009,DRIVING,29.083333332
CB098,PR010,DRIVING,28.416666665999998
CB098,PR011,DRIVING,62.316666666
CB098,PR012,DRIVING,75.666666666
CB098,PR013,DRIVING,53.800000002
CB098,PR014,DRIVING,67.099999998
CB098,PR015,DRIVING,89.116666668
CB098,PR016,DRIVING,115.233333336
CB099,PR001,DRIVING,55.05
CB099,PR002,DRIVING,85.566666666
CB099,PR003,DRIVING,46.883333334
CB099,PR004,DRIVING,19.333333332000002
CB099,PR005,DRIVING,19.716666666000002
CB099,PR006,DRIVING,17.800000002
CB099,PR007,DRIVING,14.866666667999999
CB099,PR008,DRIVING,17.816666664
CB099,PR009,DRIVING,35.816666664
CB099,PR010,DRIVING,32.066666664
CB099,PR011,DRIVING,69.033333336
CB099,PR012,DRIVING,70.8
CB099,PR013,DRIVING,58.333333332
CB099,PR014,DRIVING,65.800000002
CB099,PR015,DRIVING,87.816666666
CB099,PR016,DRIVING,113.933333334
